[12, 16, 13, 9, 14, 18, 12, 10, 15, 15, 14, 9, 11, 10, 9, 13]
[8, 17, 13, 17, 9, 15, 14, 14, 9, 12, 14, 10, 12, 11, 9, 16]
[7, 13, 11, 17, 15, 7, 12, 12, 14, 10, 10, 20, 12, 13, 17, 10]
[9, 11, 6, 15, 20, 10, 12, 12, 15, 13, 8, 12, 14, 9, 24, 10]
[14, 9, 12, 9, 14, 17, 22, 18, 9, 10, 8, 14, 12, 10, 12, 10]
[10, 13, 13, 12, 6, 11, 18, 17, 9, 14, 14, 11, 13, 10, 16, 13]
[14, 13, 12, 12, 13, 7, 15, 14, 9, 7, 15, 13, 17, 10, 11, 18]
[11, 13, 15, 14, 13, 20, 10, 11, 10, 16, 10, 11, 8, 12, 15, 11]
[16, 14, 9, 15, 10, 15, 13, 15, 14, 10, 17, 7, 12, 9, 15, 9]
[12, 13, 8, 13, 18, 8, 15, 13, 18, 13, 6, 10, 13, 10, 16, 14]
[8, 13, 16, 14, 9, 14, 15, 9, 14, 13, 8, 9, 19, 13, 9, 17]
[8, 17, 14, 10, 12, 15, 9, 16, 11, 10, 9, 11, 6, 23, 17, 12]
[8, 12, 19, 14, 13, 16, 15, 12, 12, 16, 9, 9, 13, 12, 11, 9]
[11, 11, 13, 12, 16, 16, 15, 9, 11, 12, 13, 11, 9, 13, 15, 13]
[12, 8, 16, 10, 13, 17, 11, 15, 11, 15, 16, 14, 11, 13, 13, 5]
[18, 9, 12, 14, 9, 10, 9, 9, 13, 14, 12, 19, 11, 16, 11, 14]
[14, 15, 14, 12, 12, 10, 11, 11, 8, 9, 11, 13, 12, 15, 22, 11]
[11, 12, 12, 14, 12, 13, 16, 12, 7, 20, 12, 13, 13, 7, 10, 16]
[13, 7, 9, 6, 16, 14, 12, 11, 17, 12, 11, 16, 11, 15, 12, 18]
[15, 11, 10, 12, 17, 5, 11, 5, 12, 9, 18, 14, 12, 18, 17, 14]
[9, 16, 13, 16, 13, 12, 10, 17, 9, 6, 9, 13, 16, 12, 18, 11]
[11, 14, 12, 11, 14, 15, 8, 12, 12, 10, 7, 13, 17, 18, 13, 13]
[10, 15, 11, 8, 17, 6, 13, 9, 10, 15, 18, 12, 14, 17, 14, 11]
[17, 12, 7, 19, 13, 13, 9, 12, 7, 14, 10, 14, 9, 14, 17, 13]
[14, 17, 15, 13, 12, 8, 5, 13, 12, 8, 17, 14, 13, 14, 13, 12]
[11, 15, 5, 11, 17, 7, 10, 15, 14, 14, 16, 15, 15, 14, 9, 12]
[17, 8, 11, 19, 10, 9, 8, 14, 13, 12, 12, 14, 11, 20, 11, 11]
[16, 7, 6, 12, 21, 12, 15, 12, 10, 14, 10, 16, 10, 14, 18, 7]
[9, 13, 13, 14, 13, 12, 7, 15, 13, 12, 23, 14, 8, 10, 14, 10]
[9, 18, 14, 9, 16, 7, 11, 10, 18, 9, 9, 15, 14, 13, 15, 13]
[10, 14, 9, 17, 10, 11, 13, 12, 17, 12, 16, 12, 13, 11, 6, 17]
[9, 13, 20, 9, 15, 18, 11, 14, 17, 11, 12, 13, 12, 9, 11, 6]
[11, 15, 13, 8, 16, 20, 12, 12, 17, 8, 15, 9, 11, 9, 14, 10]
[14, 9, 10, 19, 8, 11, 18, 9, 13, 9, 13, 20, 12, 7, 14, 14]
[12, 19, 12, 6, 11, 7, 13, 6, 15, 14, 16, 16, 10, 13, 16, 14]
[17, 21, 13, 10, 6, 22, 11, 10, 14, 12, 12, 5, 9, 13, 11, 14]
[14, 15, 16, 17, 12, 9, 9, 17, 11, 15, 11, 11, 9, 6, 12, 16]
[13, 8, 7, 14, 9, 16, 15, 11, 14, 14, 11, 14, 7, 17, 21, 9]
[8, 14, 10, 19, 15, 9, 13, 16, 9, 10, 7, 12, 16, 17, 12, 13]
[18, 19, 10, 9, 11, 16, 6, 12, 14, 10, 10, 9, 12, 16, 17, 11]
[13, 14, 7, 12, 9, 7, 16, 9, 20, 15, 9, 12, 13, 17, 16, 11]
[12, 12, 9, 13, 16, 6, 13, 16, 10, 11, 8, 16, 15, 9, 16, 18]
[8, 12, 15, 11, 20, 14, 14, 11, 17, 9, 15, 13, 7, 9, 9, 16]
[15, 12, 14, 11, 16, 18, 15, 15, 8, 8, 6, 15, 11, 11, 13, 12]
[13, 4, 9, 16, 10, 12, 15, 11, 15, 15, 13, 16, 17, 13, 11, 10]
[12, 12, 10, 7, 15, 9, 11, 15, 14, 17, 22, 16, 8, 8, 13, 11]
[18, 10, 22, 16, 12, 13, 13, 9, 12, 12, 8, 11, 7, 11, 11, 15]
[15, 7, 11, 18, 9, 12, 14, 12, 12, 14, 10, 18, 8, 12, 13, 15]
[13, 17, 10, 16, 18, 11, 8, 13, 19, 8, 8, 7, 6, 18, 12, 16]
[13, 9, 17, 19, 15, 9, 12, 12, 10, 9, 13, 17, 11, 16, 8, 10]
[11, 17, 8, 15, 12, 16, 14, 10, 15, 11, 11, 15, 9, 13, 11, 12]
[10, 11, 13, 16, 16, 14, 14, 12, 8, 11, 13, 15, 12, 13, 9, 13]
[14, 13, 15, 18, 11, 13, 15, 11, 11, 10, 7, 12, 11, 13, 13, 13]
[15, 11, 13, 11, 10, 12, 17, 8, 13, 10, 14, 12, 13, 19, 6, 16]
[13, 14, 14, 18, 15, 18, 15, 9, 8, 11, 12, 14, 13, 10, 8, 8]
